customer_tweet_id,brand_tweet_id,customer_text_raw,customer_text,brand_text_raw,brand_text,links,brand,created_at_customer,created_at_brand
686,684,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated & new status will be provided in 1 day!,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2,https://t.co/GIJyeYqKE0,AmazonHelp,Tue Oct 31 22:06:53 +0000 2017,Tue Oct 31 22:17:00 +0000 2017
690,689,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2,https://t.co/TdDksLo6Mf,AmazonHelp,Tue Oct 31 21:45:15 +0000 2017,Tue Oct 31 21:54:32 +0000 2017
693,692,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ,https://t.co/80y2YnlQGJ,AmazonHelp,Tue Oct 31 22:10:21 +0000 2017,Tue Oct 31 22:16:00 +0000 2017
695,694,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5,https://t.co/z6evtFsZI5,AmazonHelp,Tue Oct 31 21:17:03 +0000 2017,Tue Oct 31 22:15:28 +0000 2017
1695,1692,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,my order hasn’t arrived (it was due 14th October). Can you help?,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order?,,AmazonHelp,Tue Oct 31 22:40:01 +0000 2017,Tue Oct 31 22:43:00 +0000 2017
1693,1696,@AmazonHelp but I can’t find the options to cancel or re-order?,but I can’t find the options to cancel or re-order?,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN,https://t.co/hApLpMlfHN,AmazonHelp,Tue Oct 31 22:54:54 +0000 2017,Tue Oct 31 22:58:00 +0000 2017
1699,1697,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there.,https://t.co/MlOxxuNX7N.,AmazonHelp,Tue Oct 31 22:34:38 +0000 2017,Tue Oct 31 22:42:00 +0000 2017
1698,1700,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you.,,AmazonHelp,Tue Oct 31 22:47:50 +0000 2017,Tue Oct 31 22:52:33 +0000 2017
1701,1704,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,It would be best if you get in touch with us by phone or chat.use this link to do so: https://t.co/hApLpMlfHN,https://t.co/hApLpMlfHN,AmazonHelp,Tue Oct 31 22:58:06 +0000 2017,Tue Oct 31 23:06:00 +0000 2017
1706,1705,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.","I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G.,https://t.co/zYVX1Qi29G.,AmazonHelp,Tue Oct 31 22:33:08 +0000 2017,Tue Oct 31 22:42:00 +0000 2017
1708,1707,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠","being charged for amazon prime & when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B,https://t.co/JzP7hlA23B,AmazonHelp,Tue Oct 31 19:08:41 +0000 2017,Tue Oct 31 19:11:00 +0000 2017
1710,1709,@AmazonHelp where can I chat with a support member for a false charge,where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN,https://t.co/hApLpMlfHN,AmazonHelp,Tue Oct 31 22:33:35 +0000 2017,Tue Oct 31 22:41:11 +0000 2017
1713,1711,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok,https://t.co/i3uumZzaok,AmazonHelp,Tue Oct 31 21:21:34 +0000 2017,Tue Oct 31 22:41:00 +0000 2017
1715,1714,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,Seriously ? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B,https://t.co/DLN4bDuc5B,AmazonHelp,Tue Oct 31 21:14:40 +0000 2017,Tue Oct 31 22:40:00 +0000 2017
1718,1716,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.","I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE?,https://t.co/Y5jpI9gRhE,AmazonHelp,Tue Oct 31 22:33:25 +0000 2017,Tue Oct 31 22:39:27 +0000 2017
1717,1719,"@AmazonHelp My package just got here. All good, thank you!","My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA","Thank you for keeping us posted, Rachael!",,AmazonHelp,Tue Oct 31 22:40:54 +0000 2017,Tue Oct 31 22:44:33 +0000 2017
1722,1720,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA","I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing?",,AmazonHelp,Tue Oct 31 22:16:51 +0000 2017,Tue Oct 31 22:36:00 +0000 2017
1721,1723,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB","We'd like to see what we can do to help. What date did you place the order on, and which version did you order?",,AmazonHelp,Tue Oct 31 22:37:35 +0000 2017,Tue Oct 31 22:47:28 +0000 2017
1724,1725,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,Could you link us to the page of the item on our website? This will allow us to take a closer look at all options.,,AmazonHelp,Tue Oct 31 22:48:50 +0000 2017,Tue Oct 31 23:04:01 +0000 2017
1726,1727,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl,https://t.co/hJIrBtSMrl,AmazonHelp,Tue Oct 31 23:05:46 +0000 2017,Tue Oct 31 23:31:00 +0000 2017
1736,1734,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,Two fake items in one day. Time to cancel my Amazon Prime membership.,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE.,https://t.co/aaDyEz1VgE.,AmazonHelp,Tue Oct 31 22:21:42 +0000 2017,Tue Oct 31 22:35:00 +0000 2017
1735,1737,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL","We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B",https://t.co/JzP7hlA23B,AmazonHelp,Tue Oct 31 22:41:11 +0000 2017,Tue Oct 31 22:47:00 +0000 2017
1741,1739,@115821 please spend time &amp; money to fix your app. Constant issues with it.,please spend time & money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL","Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know.",,AmazonHelp,Tue Oct 31 22:20:43 +0000 2017,Tue Oct 31 22:34:00 +0000 2017
1745,1743,My Kindle not working properly is breaking my heart! 😩💔,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ","Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!",,AmazonHelp,Tue Oct 31 22:30:23 +0000 2017,Tue Oct 31 22:32:29 +0000 2017
1744,1746,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw,https://t.co/zyUJKBZObw,AmazonHelp,Tue Oct 31 22:50:15 +0000 2017,Tue Oct 31 22:56:37 +0000 2017
1748,1747,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT","(2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number.",,AmazonHelp,Tue Oct 31 22:07:19 +0000 2017,Tue Oct 31 22:32:27 +0000 2017
1748,1749,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),https://t.co/KctVgMFvbp,AmazonHelp,Tue Oct 31 22:07:19 +0000 2017,Tue Oct 31 22:31:00 +0000 2017
1752,1750,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,Truly. This is the strangest vampire book I’ve ever received. 😜 cc #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ?,https://t.co/FRsodhtXKJ,AmazonHelp,Tue Oct 31 22:06:28 +0000 2017,Tue Oct 31 22:29:27 +0000 2017
2543,2545,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN","Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else!",,AmazonHelp,Tue Oct 31 23:17:22 +0000 2017,Tue Oct 31 23:25:31 +0000 2017
2547,2546,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE?,https://t.co/aaDyEz1VgE,AmazonHelp,Tue Oct 31 20:19:21 +0000 2017,Tue Oct 31 20:26:00 +0000 2017
2549,2548,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks","Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know!,,AmazonHelp,Tue Oct 31 19:24:59 +0000 2017,Tue Oct 31 19:38:28 +0000 2017
2553,2552,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW","Hi, just a question at the beginning - do you prefer answers in German or English?",,AmazonHelp,Tue Oct 31 17:07:01 +0000 2017,Tue Oct 31 17:16:26 +0000 2017
2556,2554,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE","I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival.",,AmazonHelp,Tue Oct 31 22:51:14 +0000 2017,Tue Oct 31 22:58:27 +0000 2017
